player1boxes,player2boxes,ballpositions,ballvelocities
"(535.0, 673.0, 679.0, 834.0)","(1046.804090629421, 175.10292477409797, 1097.9054120965588, 257.88173511493176)","(759.0, 426.0)",900.0
"(539.0, 672.0, 679.0, 835.0)","(1046.092308521533, 175.32759965180145, 1097.4312267983375, 257.779578338373)","(774.0, 420.0)",969.3296652842107
"(543.0, 672.0, 680.0, 836.0)","(1045.3755239508212, 176.26221896858533, 1097.3040035255774, 258.0594805284395)","(783.0, 408.0)",900.0
"(545.0, 672.0, 681.0, 838.0)","(1044.1708415489693, 176.3395418018781, 1096.2259532547419, 257.8306806943184)","(792.0, 399.0)",763.6753236814714
"(550.0, 669.0, 683.0, 839.0)","(1044.1986912006607, 176.70872928228516, 1095.8078604995574, 257.75578843212645)","(801.0, 390.0)",763.6753236814714
"(554.0, 668.0, 681.0, 842.0)","(1043.8448329994746, 176.64472323436448, 1094.9678659220237, 257.6662840959448)","(813.0, 381.0)",900.0
"(556.0, 668.0, 682.0, 842.0)","(1043.0683242427594, 176.97934281634585, 1094.1328490466144, 257.8143816567401)","(825.0, 372.0)",900.0
"(558.0, 667.0, 680.0, 842.0)","(1040.9565379635487, 177.368159008345, 1092.4323927021, 258.5556071152125)","(831.0, 360.0)",804.9844718999243
"(561.0, 666.0, 680.0, 840.0)","(1038.2746829010807, 176.78532638370208, 1090.7328798132094, 258.838007363064)","(840.0, 354.0)",648.9992295835181
"(564.0, 666.0, 680.0, 841.0)","(1037.0571526301148, 177.3658132435334, 1090.357481513099, 259.603051810778)","(849.0, 342.0)",900.0
"(565.0, 665.0, 681.0, 841.0)","(1033.2463983191049, 177.6218371600307, 1087.364616844836, 259.19823411540335)","(858.0, 336.0)",648.9992295835181
"(568.0, 663.0, 681.0, 841.0)","(1030.315099683081, 177.61126196282873, 1085.331488617725, 258.8968603361313)","(864.0, 321.0)",969.3296652842107
"(570.0, 661.0, 681.0, 842.0)","(1028.8470731137556, 177.45975795584903, 1084.5294009045167, 258.02636611606414)","(876.0, 318.0)",742.1590126111789
"(572.0, 659.0, 681.0, 846.0)","(1027.2941233511754, 177.47714062842726, 1083.5331771824106, 257.47858344063195)","(885.0, 312.0)",648.9992295835181
"(573.0, 659.0, 681.0, 847.0)","(1026.6076602129087, 177.51915050284373, 1082.8739988944512, 257.0546029394551)","(891.0, 303.0)",648.9992295835181
"(576.0, 658.0, 681.0, 845.0)","(1025.494647390265, 177.64128236617847, 1082.1877028022823, 257.07780829969965)","(897.0, 306.0)",402.49223594996215
"(577.0, 658.0, 680.0, 845.0)","(1024.2842300633833, 177.89432084998282, 1081.5827250158213, 257.2623914217429)","(906.0, 294.0)",900.0
"(578.0, 658.0, 681.0, 849.0)","(1024.3594831787382, 177.4533304333456, 1081.5150930949872, 257.33760693076357)","(909.0, 291.0)",254.55844122715712
"(580.0, 657.0, 682.0, 848.0)","(1022.5592801128554, 177.14378026058185, 1080.4756227003447, 257.67440859348955)","(915.0, 285.0)",509.11688245431424
"(580.0, 658.0, 685.0, 852.0)","(1023.1645437578289, 177.1623104147058, 1080.6827590560536, 257.88596281583284)","(924.0, 282.0)",569.2099788303083
"(582.0, 658.0, 688.0, 855.0)","(1022.2909017235324, 176.22295702757646, 1079.9050344600678, 257.7468096632991)","(None, None)",1798.249148477485
"(581.0, 658.0, 689.0, 856.0)","(1022.3346270745657, 175.7969170303417, 1080.0363385488513, 258.32811108023077)","(None, None)",1798.249148477485
"(580.0, 660.0, 691.0, 858.0)","(1021.9258907665525, 174.6472934821645, 1080.1097234007998, 257.8606897510484)","(None, None)",1798.249148477485
"(581.0, 662.0, 693.0, 860.0)","(1021.318171380733, 173.46840335169446, 1079.9445184000856, 257.6150245517915)","(None, None)",1798.249148477485
"(580.0, 663.0, 693.0, 861.0)","(1021.1730135595097, 173.1363641276423, 1080.3926711958497, 258.77100054131716)","(None, None)",1798.249148477485
"(581.0, 665.0, 694.0, 862.0)","(1021.6722209308592, 172.546433386091, 1081.822601143855, 258.813625749176)","(1083.0, 198.0)",1798.249148477485
"(581.0, 666.0, 693.0, 863.0)","(1021.9848177204066, 171.3365375557978, 1081.005015700082, 258.4935002585396)","(None, None)",3309.2597359530423
"(581.0, 666.0, 695.0, 864.0)","(1022.4708201761895, 170.11264379281658, 1080.2987312925638, 258.14261268217535)","(981.0, 240.0)",3309.2597359530423
"(583.0, 667.0, 697.0, 866.0)","(1022.9725546113295, 168.9825751312539, 1079.3116267697678, 257.7950204809195)","(987.0, 234.0)",509.11688245431424
"(585.0, 667.0, 697.0, 866.0)","(1024.1296433840807, 167.51010392138775, 1079.7099394653087, 256.916470895159)","(990.0, 231.0)",254.55844122715712
"(587.0, 668.0, 697.0, 867.0)","(1024.0715794875007, 165.3932108547615, 1078.5902773320615, 255.1430274951598)","(996.0, 231.0)",360.0
"(589.0, 667.0, 698.0, 869.0)","(1023.2893958002873, 163.5457075312147, 1075.862776527219, 254.16937947909997)","(1002.0, 231.0)",360.0
"(593.0, 667.0, 699.0, 869.0)","(1025.3322614940196, 161.83862719696052, 1077.2242965967005, 252.53096557813765)","(None, None)",1848.3506160899235
"(597.0, 667.0, 701.0, 868.0)","(1024.095434215625, 161.05856698218514, 1073.366529695271, 252.30443750828346)","(None, None)",1848.3506160899235
"(601.0, 663.0, 702.0, 872.0)","(1024.9865675821543, 159.76410477503964, 1072.8211344400856, 251.56274001010098)","(1056.0, 156.0)",1848.3506160899235
"(605.0, 663.0, 703.0, 872.0)","(1025.9553103901364, 158.17173227254432, 1072.4068120566155, 250.35649386294727)","(1017.0, 222.0)",4599.69564210503
"(610.0, 662.0, 704.0, 872.0)","(1026.0415111476223, 157.2034700246013, 1072.5257218895895, 249.8086284993703)","(None, None)",9984.728338818237
"(612.0, 662.0, 703.0, 873.0)","(1025.7001144097262, 156.7073488238088, 1072.6955643431688, 249.26668055193352)","(None, None)",9984.728338818237
"(614.0, 662.0, 704.0, 873.0)","(1025.7884991726642, 156.67597379432118, 1072.6541034717384, 248.88414478682728)","(None, None)",9984.728338818237
"(617.0, 662.0, 704.0, 873.0)","(1026.264344041977, 156.56083121014305, 1074.2943818091476, 248.78828782641418)","(705.0, 810.0)",9984.728338818237
"(620.0, 660.0, 705.0, 873.0)","(1025.261629212491, 156.22594449583514, 1073.6709578060197, 248.32625993810447)","(705.0, 810.0)",0.0
"(622.0, 660.0, 706.0, 873.0)","(1024.1329004695453, 156.38503709614707, 1073.2454278227915, 248.13428738984203)","(None, None)",90.0
"(624.0, 659.0, 706.0, 873.0)","(1023.442082242356, 156.44085684728825, 1074.0343685412265, 247.4045803911225)","(None, None)",90.0
"(626.0, 661.0, 706.0, 873.0)","(1021.1301123640181, 155.7310178503769, 1072.5788522420407, 246.38983528369332)","(None, None)",90.0
"(627.0, 659.0, 708.0, 873.0)","(1020.3209146029369, 156.63341050684608, 1071.7911769016257, 246.89248415423162)","(None, None)",90.0
"(627.0, 662.0, 710.0, 874.0)","(1018.807916798022, 156.8548193786456, 1071.0536012927694, 246.7925022173586)","(None, None)",90.0
"(629.0, 660.0, 712.0, 875.0)","(1018.3041174220316, 157.97994447332997, 1072.389747352045, 246.67212215483892)","(None, None)",90.0
"(629.0, 660.0, 712.0, 877.0)","(1017.7466750705418, 159.2708122457973, 1073.3658086192404, 246.74981021957325)","(None, None)",90.0
"(630.0, 661.0, 711.0, 878.0)","(1016.9608398713749, 160.21132730331325, 1073.7071237821197, 246.66799971542108)","(None, None)",90.0
"(630.0, 662.0, 711.0, 880.0)","(1015.6140834603428, 161.15837324214283, 1072.8927356756005, 246.78538769053773)","(None, None)",90.0
"(632.0, 662.0, 712.0, 883.0)","(1014.7335654853867, 161.5340237312915, 1072.5949156642653, 246.51042095937075)","(720.0, 810.0)",90.0
"(633.0, 663.0, 714.0, 885.0)","(1014.0797408601921, 161.8394985045582, 1072.3320341237152, 246.32752000962216)","(720.0, 807.0)",180.0
"(633.0, 664.0, 715.0, 887.0)","(1014.0470749805761, 161.4125541206788, 1072.6011316868533, 245.99302289635705)","(None, None)",21150.19148849485
"(633.0, 664.0, 715.0, 889.0)","(1013.4806602497828, 161.56240204286792, 1072.1000186101069, 246.06669869269746)","(1095.0, 210.0)",21150.19148849485
"(634.0, 666.0, 715.0, 885.0)","(1013.5790893225948, 161.36798468196537, 1072.8561646337184, 245.9226403644002)","(1101.0, 213.0)",402.49223594996215
"(633.0, 666.0, 715.0, 888.0)","(1013.8352448371621, 161.1514508055331, 1073.5293947857595, 245.79824763150157)","(1107.0, 213.0)",360.0
"(634.0, 666.0, 714.0, 892.0)","(1013.896427112006, 160.35382678004552, 1074.1359511461676, 245.0965212975165)","(None, None)",0.0
"(633.0, 668.0, 714.0, 892.0)","(1014.1979126847571, 160.0107511012622, 1074.457338783878, 244.81879101064072)","(1107.0, 213.0)",0.0
"(635.0, 668.0, 716.0, 897.0)","(1014.9769024844361, 158.9829286901894, 1075.0791722774964, 244.8676004946504)","(1116.0, 219.0)",648.9992295835181
"(634.0, 670.0, 714.0, 894.0)","(1016.2382717368824, 157.93255570514157, 1076.1928418671284, 244.7544171203)","(1116.0, 219.0)",0.0
"(634.0, 669.0, 714.0, 900.0)","(1017.8312073999675, 156.41713591386755, 1077.2536822008663, 243.83655276381435)","(1119.0, 219.0)",180.0
"(634.0, 671.0, 712.0, 900.0)","(1018.692217977145, 155.86846673516092, 1078.1495116477536, 244.04979365289265)","(1125.0, 219.0)",360.0
"(634.0, 671.0, 710.0, 899.0)","(1020.8896524311565, 154.5138581329617, 1079.6563103647957, 242.64535805427906)","(1125.0, 225.0)",360.0
"(634.0, 670.0, 707.0, 899.0)","(1022.1439096440786, 153.3913537153486, 1081.1768602670832, 241.67238415506597)","(None, None)",90.0
"(633.0, 670.0, 708.0, 898.0)","(1025.470373309557, 152.55399834027656, 1083.3157987586646, 240.37814976050362)","(1128.0, 225.0)",90.0
"(634.0, 670.0, 709.0, 898.0)","(1028.4539265111528, 151.03896904601692, 1084.8259411151387, 238.76891734067812)","(1134.0, 231.0)",509.11688245431424
"(634.0, 670.0, 710.0, 898.0)","(1030.6400428602365, 150.18805010680265, 1086.0641192348721, 238.12721389245488)","(1137.0, 228.0)",254.55844122715712
"(634.0, 670.0, 710.0, 898.0)","(1032.8789936684293, 148.90711086358618, 1087.2291322992155, 237.30314059465667)","(1140.0, 228.0)",180.0
"(635.0, 670.0, 710.0, 898.0)","(1035.387842771298, 148.08142183690643, 1088.5834730497318, 236.91538670641285)","(1143.0, 231.0)",254.55844122715712
"(635.0, 671.0, 712.0, 898.0)","(1039.0518090710352, 147.08240866385938, 1090.9122772662104, 236.60150887731044)","(1146.0, 234.0)",254.55844122715712
"(636.0, 671.0, 713.0, 898.0)","(1041.8637176233103, 146.28868157830155, 1092.4686026101992, 236.79755288241498)","(1149.0, 237.0)",254.55844122715712
"(636.0, 672.0, 714.0, 898.0)","(1043.277585286707, 145.1301523493071, 1093.1641977837944, 236.61883792382648)","(1149.0, 240.0)",180.0
"(638.0, 672.0, 715.0, 898.0)","(1045.2673366215736, 144.6215206219242, 1094.0013617557315, 237.24056424764356)","(1152.0, 243.0)",254.55844122715712
"(639.0, 673.0, 716.0, 897.0)","(1046.7166989217671, 143.91218266193417, 1094.6440387592556, 237.09740541148594)","(None, None)",284.60498941515414
"(640.0, 674.0, 718.0, 896.0)","(1047.87081462445, 143.08847808674162, 1095.2649659712713, 236.9528529504785)","(1161.0, 246.0)",284.60498941515414
"(637.0, 674.0, 719.0, 894.0)","(1048.5798500007847, 141.88440415001003, 1095.801096678061, 236.38928763178694)","(1161.0, 249.0)",180.0
"(638.0, 674.0, 720.0, 894.0)","(1049.4288349817389, 141.4500061718145, 1096.5321779159822, 236.84455246341093)","(1164.0, 249.0)",180.0
"(639.0, 674.0, 721.0, 895.0)","(1050.1931048218453, 141.36088181827733, 1097.1254612279226, 237.45002199614044)","(1164.0, 243.0)",360.0
"(641.0, 676.0, 725.0, 894.0)","(1051.9968767349937, 141.144568480319, 1098.2524475119085, 237.37913162023162)","(1167.0, 240.0)",254.55844122715712
"(642.0, 677.0, 728.0, 894.0)","(1053.1095373242954, 141.01217906687515, 1099.0847440216232, 237.18790506091074)","(1167.0, 234.0)",360.0
"(643.0, 678.0, 729.0, 894.0)","(1054.0889347021107, 140.81031311517867, 1100.0545759207025, 236.66103084734314)","(1170.0, 231.0)",254.55844122715712
"(643.0, 679.0, 733.0, 895.0)","(1054.9720643364083, 140.9289393135263, 1101.3431529414677, 236.5455552001826)","(1173.0, 225.0)",402.49223594996215
"(644.0, 681.0, 734.0, 895.0)","(1055.2907966156151, 141.0277920747975, 1102.4399768859432, 236.71943670988918)","(1173.0, 222.0)",180.0
"(645.0, 681.0, 736.0, 896.0)","(1054.95456684955, 140.01007268090143, 1103.0578861152583, 235.95165685222474)","(1176.0, 216.0)",402.49223594996215
"(645.0, 680.0, 738.0, 897.0)","(1054.7928737221284, 140.35725069172454, 1103.8753769419334, 236.1365508387921)","(1173.0, 213.0)",254.55844122715712
"(646.0, 680.0, 740.0, 898.0)","(1056.0862128845306, 141.15452785655296, 1105.222885823774, 236.45717578053578)","(1176.0, 213.0)",180.0
"(646.0, 680.0, 741.0, 899.0)","(1056.7772058247037, 141.53027109363663, 1105.918737501483, 236.26875364568625)","(1176.0, 204.0)",540.0
"(647.0, 680.0, 743.0, 900.0)","(1057.5836441380918, 141.19395455648083, 1106.6605721687, 235.72099704384368)","(None, None)",90.0
"(648.0, 680.0, 745.0, 900.0)","(1058.8976195457485, 141.32319493404862, 1107.622723412378, 235.741814360709)","(1179.0, 204.0)",90.0
"(649.0, 679.0, 746.0, 901.0)","(1061.1793638009035, 142.6108376189418, 1108.9836701213517, 235.93625408291825)","(None, None)",284.60498941515414
"(649.0, 681.0, 748.0, 902.0)","(1063.3974022206748, 143.76653938414742, 1110.0851975438613, 236.07683455717907)","(1182.0, 195.0)",284.60498941515414
"(651.0, 680.0, 750.0, 903.0)","(1065.7403572652497, 144.38464111177524, 1111.0327259809465, 235.62904761351513)","(1185.0, 192.0)",254.55844122715712
"(652.0, 682.0, 750.0, 903.0)","(1068.3997277309813, 143.92046688356453, 1111.5889805985485, 234.8488366071901)","(1188.0, 198.0)",402.49223594996215
"(653.0, 681.0, 751.0, 905.0)","(1071.3294428580796, 143.76177664099214, 1112.357821151473, 234.29074361047742)","(1182.0, 189.0)",648.9992295835181
"(653.0, 681.0, 752.0, 906.0)","(1073.5608437320568, 142.57940887857592, 1113.2836287275834, 233.44492280958718)","(1182.0, 198.0)",540.0
"(654.0, 681.0, 752.0, 906.0)","(1075.8802284046155, 141.87236832535856, 1113.5010560875312, 232.55903683190408)","(1188.0, 183.0)",969.3296652842107
"(655.0, 681.0, 751.0, 905.0)","(1077.2943852194255, 141.3896535255567, 1113.539671858102, 232.11954945957433)","(None, None)",90.0
"(656.0, 681.0, 749.0, 906.0)","(1078.5353068195145, 140.72413971287557, 1113.8249783450192, 231.98189305854885)","(1188.0, 186.0)",90.0
"(656.0, 682.0, 747.0, 905.0)","(1079.3670879778817, 139.85383537948684, 1114.434928534167, 231.63150339281714)","(None, None)",127.27922061357856
"(657.0, 681.0, 746.0, 906.0)","(1080.089185125609, 139.62865688211855, 1114.925731972283, 232.10080466785615)","(1191.0, 183.0)",127.27922061357856
"(658.0, 682.0, 747.0, 907.0)","(1080.5515071547125, 138.76401162987963, 1115.2880633204945, 231.84213900100553)","(None, None)",127.27922061357856
"(659.0, 683.0, 747.0, 907.0)","(1081.3498065088072, 137.9647236637012, 1116.0089782031403, 231.63117830011424)","(1194.0, 180.0)",127.27922061357856
"(660.0, 684.0, 748.0, 907.0)","(1081.9376850105127, 137.5167158456737, 1116.588204693554, 231.37823437500847)","(None, None)",90.0
"(661.0, 685.0, 748.0, 907.0)","(1082.3822678700872, 136.7433363501156, 1116.809652049973, 230.1232301015611)","(1194.0, 183.0)",90.0
"(662.0, 689.0, 745.0, 906.0)","(1082.7923726538822, 136.44704175308428, 1117.0978916962042, 229.50634522072053)","(None, None)",7436.370082237704
"(662.0, 690.0, 745.0, 905.0)","(1083.5829533800802, 136.92178840976615, 1118.1242234057481, 230.15147866525078)","(None, None)",7436.370082237704
"(1018.0, 609.0, 1149.0, 847.0)","(1083.5829533800802, 136.92178840976615, 1118.1242234057481, 230.15147866525078)","(1101.0, 543.0)",7436.370082237704
"(1019.0, 610.0, 1149.0, 848.0)","(1083.5829533800802, 136.92178840976615, 1118.1242234057481, 230.15147866525078)","(1098.0, 534.0)",569.2099788303083
"(1019.0, 614.0, 1149.0, 847.0)","(1083.5829533800802, 136.92178840976615, 1118.1242234057481, 230.15147866525078)","(1098.0, 528.0)",360.0
"(1020.0, 611.0, 1156.0, 846.0)","(711.8397671556522, 147.64030382763255, 768.2304958124148, 236.05444578623147)","(1098.0, 519.0)",540.0
"(1021.0, 612.0, 1152.0, 847.0)","(711.6547793117352, 147.5380097705986, 768.1025000341879, 236.41222507075958)","(1095.0, 510.0)",569.2099788303083
"(1020.0, 608.0, 1146.0, 847.0)","(711.4751447165787, 147.37011066964774, 768.0333814237496, 236.57748820273403)","(1095.0, 504.0)",360.0
"(1022.0, 612.0, 1158.0, 845.0)","(711.5108299108977, 147.3235601135233, 768.1836560692682, 236.73916032785266)","(1098.0, 498.0)",402.49223594996215
"(1022.0, 614.0, 1155.0, 845.0)","(711.3575377939296, 147.45833528429046, 768.1354635343912, 236.97654660879806)","(1095.0, 492.0)",402.49223594996215
"(1023.0, 619.0, 1158.0, 847.0)","(711.1891736054195, 147.5058419005677, 767.9979761047637, 237.11864557051877)","(1098.0, 486.0)",402.49223594996215
"(1025.0, 615.0, 1164.0, 850.0)","(710.9537528814737, 147.52604647037185, 768.0423673088208, 237.2776163474104)","(1092.0, 480.0)",509.11688245431424
"(1023.0, 614.0, 1159.0, 844.0)","(710.7845901905188, 147.63043696081365, 768.0663772068664, 237.37903628262956)","(1095.0, 474.0)",402.49223594996215
"(1023.0, 609.0, 1154.0, 844.0)","(710.7828378372267, 147.76370100724873, 768.1549080768657, 237.4110064890783)","(1095.0, 468.0)",360.0
"(1023.0, 611.0, 1155.0, 844.0)","(711.0000254045208, 147.61166142403056, 768.2455803325458, 237.26502879105345)","(1089.0, 462.0)",509.11688245431424
"(1027.0, 611.0, 1163.0, 848.0)","(711.1542586635917, 147.5514579650261, 768.2711285177381, 237.24365982276976)","(1095.0, 459.0)",402.49223594996215
"(1025.0, 611.0, 1158.0, 843.0)","(711.2073489819106, 147.79132961725008, 768.254425191561, 237.49422992937252)","(1089.0, 456.0)",402.49223594996215
"(1028.0, 613.0, 1152.0, 843.0)","(711.1300696322996, 147.64624284538814, 768.2026112551018, 237.49974113372662)","(1089.0, 447.0)",540.0
"(1030.0, 614.0, 1155.0, 844.0)","(710.9007429273593, 147.40865605823285, 768.1514679189067, 237.4748742827117)","(1089.0, 447.0)",0.0
"(1030.0, 617.0, 1153.0, 844.0)","(710.9645699408059, 147.285002741066, 768.3198045821248, 237.50664960321026)","(1089.0, 438.0)",540.0
"(1031.0, 619.0, 1151.0, 846.0)","(711.0200583807333, 147.2559777448227, 768.4514766795793, 237.5457053810369)","(1092.0, 441.0)",254.55844122715712
"(1033.0, 619.0, 1150.0, 846.0)","(711.0256286424575, 147.10454564792656, 768.5082988406401, 237.48380449434268)","(1086.0, 432.0)",648.9992295835181
"(1033.0, 619.0, 1149.0, 847.0)","(710.998384142594, 146.9980414385045, 768.4418481391008, 237.44015651412897)","(1089.0, 429.0)",254.55844122715712
"(1029.0, 619.0, 1166.0, 844.0)","(711.0547691700674, 146.99260570104366, 768.4094515224174, 237.45033774922297)","(1089.0, 426.0)",180.0
"(1033.0, 621.0, 1145.0, 845.0)","(711.0655547757069, 146.98353632715282, 768.2686388289605, 237.42627359442605)","(1086.0, 426.0)",180.0
"(1036.0, 622.0, 1148.0, 844.0)","(710.8976867273616, 147.06391451932944, 768.0424824593581, 237.43212527137626)","(1086.0, 423.0)",180.0
"(1041.0, 623.0, 1144.0, 845.0)","(710.7207354744424, 147.18494939903945, 767.8731590297624, 237.39056541223744)","(1083.0, 423.0)",180.0
"(1042.0, 625.0, 1137.0, 845.0)","(710.7654331939962, 147.38443067069454, 767.8134085127442, 237.3584658963203)","(1086.0, 420.0)",254.55844122715712
"(1042.0, 623.0, 1135.0, 844.0)","(710.7836879376986, 147.56297790526608, 767.7480878239081, 237.35580349127318)","(1083.0, 426.0)",402.49223594996215
"(1043.0, 626.0, 1128.0, 844.0)","(710.2470266131313, 147.68596604527653, 767.415210740679, 237.18638576721412)","(1083.0, 426.0)",0.0
"(1043.0, 628.0, 1128.0, 844.0)","(710.2082278830721, 148.07600500798608, 767.350761015399, 237.13498195893922)","(1083.0, 420.0)",360.0
"(1042.0, 631.0, 1121.0, 842.0)","(710.6998326217714, 149.04618239217584, 767.6063388552424, 237.51721029382398)","(1080.0, 423.0)",254.55844122715712
"(1042.0, 635.0, 1120.0, 842.0)","(710.989984945558, 150.26488754536862, 767.4980475544953, 238.03191757474488)","(1077.0, 423.0)",180.0
"(1042.0, 629.0, 1118.0, 843.0)","(711.1791842005649, 151.05228006709302, 767.3163375507123, 238.24332770936047)","(1080.0, 423.0)",180.0
"(1043.0, 629.0, 1115.0, 844.0)","(711.3879679803446, 151.72764358980425, 767.2236814957163, 238.46957038776316)","(1074.0, 426.0)",402.49223594996215
"(1045.0, 622.0, 1113.0, 845.0)","(711.4010995215147, 152.31522732939112, 767.088020097121, 238.61046143049873)","(1074.0, 426.0)",0.0
"(1042.0, 622.0, 1111.0, 845.0)","(711.3862156662863, 152.91515085885754, 766.9734574729002, 238.81804403081395)","(1074.0, 426.0)",0.0
"(1040.0, 611.0, 1108.0, 842.0)","(711.3341049767113, 153.37818700209826, 766.8228362120127, 238.90705514275967)","(1074.0, 426.0)",0.0
"(1038.0, 610.0, 1106.0, 842.0)","(711.3909075547931, 153.68266056998445, 766.8165875752911, 238.91748706270621)","(1074.0, 429.0)",180.0
"(1032.0, 618.0, 1107.0, 839.0)","(711.4166381789546, 153.6316946799252, 766.8286295678276, 238.7197603982267)","(1077.0, 438.0)",569.2099788303083
"(1025.0, 616.0, 1107.0, 839.0)","(711.3762613293237, 153.5015274628914, 766.839663132897, 238.5263795221201)","(1074.0, 438.0)",180.0
"(1017.0, 608.0, 1104.0, 838.0)","(711.2230073917132, 153.22442417876078, 766.795815114902, 238.28698589352774)","(1074.0, 438.0)",0.0
"(1015.0, 591.0, 1104.0, 838.0)","(710.9499491924274, 153.00902450611937, 766.7319560466618, 238.0942083138118)","(1071.0, 441.0)",254.55844122715712
"(1020.0, 598.0, 1104.0, 836.0)","(710.9654032325437, 152.43493460025246, 766.7801896521888, 237.6632620853518)","(1074.0, 447.0)",402.49223594996215
"(1023.0, 591.0, 1104.0, 838.0)","(710.8967923079058, 152.08692475419838, 766.6655711744843, 237.24795105028284)","(1068.0, 450.0)",402.49223594996215
"(1023.0, 598.0, 1103.0, 837.0)","(711.3457777882577, 151.41905670636913, 766.8847208487061, 236.83305609684885)","(1068.0, 456.0)",360.0
"(1017.0, 618.0, 1102.0, 837.0)","(711.3833682884431, 150.39429515658026, 766.6733096647952, 236.38158020743896)","(1071.0, 459.0)",254.55844122715712
"(1023.0, 628.0, 1104.0, 835.0)","(711.6877390173539, 149.4122348852564, 766.8592687401975, 236.08519837755972)","(1068.0, 462.0)",254.55844122715712
"(1031.0, 630.0, 1106.0, 827.0)","(711.7831949530613, 148.49382750542784, 766.9133472134557, 235.6871721363805)","(1065.0, 468.0)",402.49223594996215
"(1031.0, 620.0, 1107.0, 822.0)","(711.825474691376, 147.93105620741957, 767.0827973242867, 235.6039638508935)","(1068.0, 474.0)",402.49223594996215
"(1032.0, 612.0, 1109.0, 819.0)","(712.2664011609817, 147.24984922404303, 767.7745442809697, 235.55836112103776)","(1065.0, 477.0)",254.55844122715712
"(1028.0, 595.0, 1113.0, 814.0)","(712.5963676015922, 146.40829100113385, 768.522036430333, 235.3106490377941)","(1065.0, 483.0)",360.0
"(1030.0, 597.0, 1116.0, 815.0)","(711.9708161475206, 145.5516120345024, 768.9163410483728, 234.94981198342492)","(1065.0, 489.0)",360.0
"(1030.0, 568.0, 1117.0, 809.0)","(714.366402964425, 145.52633043734937, 770.7485277614247, 235.48395174011023)","(1059.0, 495.0)",509.11688245431424
"(1034.0, 557.0, 1121.0, 815.0)","(715.6749033072263, 145.50736657309918, 771.371739459375, 235.97843898979474)","(1056.0, 486.0)",569.2099788303083
"(1032.0, 584.0, 1122.0, 806.0)","(717.3757471235125, 145.59045911094967, 772.2005000101066, 236.51884810530635)","(1029.0, 483.0)",1629.969324864735
"(1032.0, 581.0, 1126.0, 806.0)","(719.4680172405992, 145.75421057399652, 773.2761460784402, 237.19415657968668)","(1005.0, 462.0)",1913.4262462922368
"(1032.0, 586.0, 1129.0, 809.0)","(721.9987478261053, 145.89780502411045, 774.7109869742667, 237.24838079204554)","(978.0, 459.0)",1629.969324864735
"(1033.0, 596.0, 1134.0, 813.0)","(723.7902928311757, 146.37209437636963, 775.5891186262222, 237.64277028764823)","(969.0, 444.0)",1049.5713410721542
"(1032.0, 599.0, 1138.0, 812.0)","(726.1813186296605, 146.3440429571301, 777.3462541402574, 237.869025590104)","(930.0, 426.0)",2577.2077913897438
"(1033.0, 614.0, 1141.0, 814.0)","(728.087845750143, 147.15259194678674, 778.8108912913052, 238.74093308370362)","(921.0, 417.0)",763.6753236814714
"(1032.0, 613.0, 1141.0, 811.0)","(730.1806097777652, 148.0488164829236, 780.6261374744457, 239.19958878889838)","(900.0, 411.0)",1310.4197800704933
"(1032.0, 616.0, 1144.0, 808.0)","(731.8450446087929, 149.34920792143714, 782.4106535686071, 240.0997045138967)","(882.0, 399.0)",1297.9984591670361
"(1034.0, 621.0, 1145.0, 806.0)","(733.1504281798358, 150.68022498407413, 784.450854397379, 240.74392614190782)","(867.0, 387.0)",1152.5623627379127
"(1031.0, 618.0, 1149.0, 806.0)","(734.1846177919974, 151.83928778099073, 787.1402971958635, 241.18295522148935)","(852.0, 381.0)",969.3296652842107
"(1030.0, 617.0, 1148.0, 807.0)","(734.1682826288757, 153.07928494075105, 789.2734980051309, 241.14861229653866)","(831.0, 375.0)",1310.4197800704933
"(1029.0, 621.0, 1147.0, 808.0)","(733.9983263700518, 154.4370215693849, 790.8689830940469, 241.21526512495421)","(822.0, 369.0)",648.9992295835181
"(1029.0, 620.0, 1143.0, 814.0)","(733.5452266912213, 155.92814349698625, 791.9922390328053, 241.3869182041197)","(810.0, 366.0)",742.1590126111789
"(1028.0, 625.0, 1141.0, 815.0)","(733.0804469911054, 158.71673038597007, 792.4292867777904, 241.99834388536678)","(798.0, 363.0)",742.1590126111789
"(1024.0, 626.0, 1132.0, 817.0)","(732.8228675760058, 160.50064412991378, 792.5529731643462, 242.1962302039421)","(780.0, 357.0)",1138.4199576606165
"(1023.0, 628.0, 1121.0, 813.0)","(733.0794821891037, 161.9605664674721, 792.872496637434, 242.1498007769778)","(771.0, 351.0)",648.9992295835181
"(1017.0, 629.0, 1123.0, 816.0)","(734.3244931856048, 163.34778803172327, 793.1303701484314, 242.30668818486663)","(756.0, 351.0)",900.0
"(1017.0, 632.0, 1124.0, 814.0)","(736.0261015901851, 164.10231831944952, 793.7800650419026, 242.22308374843027)","(747.0, 348.0)",569.2099788303083
"(1012.0, 632.0, 1123.0, 814.0)","(736.1344423918888, 165.01351569500338, 793.4361622824185, 242.54452860821294)","(744.0, 345.0)",254.55844122715712
"(1010.0, 632.0, 1122.0, 817.0)","(735.9851706498955, 165.1640431019589, 793.1447613710927, 241.5926901835141)","(732.0, 342.0)",742.1590126111789
