,p2dist
0,0.0
1,0.0
2,0.019765765765765768
3,0.03294294294294294
4,0.04612012012012012
5,0.04612012012012012
6,0.04612012012012012
7,0.04612012012012012
8,0.05270870870870871
9,0.06202638004758731
10,0.06202638004758731
11,0.06861496863617589
12,0.08725031131393307
13,0.10198284327379656
14,0.13144790719352353
15,0.15008324987128072
16,0.1632604270484579
17,0.17643760422563506
18,0.19727255073136907
19,0.22102804472046214
20,0.2539709876634051
21,0.3083018810123849
22,0.34997177402385293
23,0.3979374229640375
24,0.43801424275825457
25,0.49234513610723446
26,0.5548499756244365
27,0.5965198686359046
28,0.611252400595768
29,0.6178409891843566
30,0.6244295777729452
31,0.6310181663615337
32,0.6310181663615337
33,0.6403358377004124
34,0.6469244262890009
35,0.6535130148775895
36,0.6601016034661781
37,0.6748341354260415
38,0.6945999011918073
39,0.7011884897803959
40,0.7143656669575731
41,0.7275428441347502
42,0.7407200213119274
43,0.7554525532717908
44,0.7620411418603794
45,0.7767736738202429
46,0.7767736738202429
47,0.7860913451591215
48,0.7926799337477101
49,0.8074124657075735
50,0.8368775296273006
51,0.8577124761330345
52,0.8785474226387685
53,0.9080124865584953
54,0.9227450185183589
55,0.941380361196116
56,0.974323304139059
57,0.9890558360989226
58,1.0170088501155583
59,1.0449618641321943
60,1.0596943960920577
61,1.0662829846806463
62,1.0810155166405098
63,1.0941926938176871
64,1.1007812824062757
65,1.1194166250840327
66,1.1341491570438964
67,1.140737745632485
68,1.1736806885754278
69,1.1934464543411936
70,1.2000350429297821
71,1.2263893972841367
72,1.2461551630499024
73,1.2608876950097658
74,1.2806534607755315
75,1.2899711321144103
76,1.304703664074274
77,1.3112922526628625
78,1.326024784622726
79,1.3407573165825895
80,1.3679227632570794
81,1.382655295216943
82,1.4098207418914328
83,1.4191384132303115
84,1.4323155904074887
85,1.4389041789960773
86,1.4389041789960773
87,1.4454927675846658
88,1.4602252995445295
89,1.4810602460502633
90,1.5008260118160293
91,1.5008260118160293
92,1.5101436831549078
93,1.5248762151147714
94,1.53146480370336
95,1.5380533922919486
96,1.5473710636308273
97,1.5768361275505542
98,1.597671074056288
99,1.6069887453951668
100,1.6217212773550302
101,1.636453809314894
102,1.6457714806537724
103,1.6457714806537724
104,1.6457714806537724
105,1.6457714806537724
106,1.6457714806537724
107,1.6457714806537724
108,1.6457714806537724
109,1.6457714806537724
110,1.6666064271595065
111,1.6666064271595065
112,1.673195015748095
113,1.6918303584258525
114,1.7104657011036097
115,1.734221195092703
116,1.755056141598437
117,1.7616447301870255
118,1.768233318775614
119,1.7748219073642026
120,1.789554439324066
121,1.7988721106629448
122,1.812049287840122
123,1.8186378764287106
124,1.8318150536058877
125,1.8411327249447664
126,1.8558652569046297
127,1.876700203410364
128,1.8964659691761296
129,1.9030545577647182
130,1.9096431463533068
131,1.922820323530484
132,1.9359975007076613
133,1.9507300326675245
134,1.965462564627388
135,1.9720511532159766
136,1.9906864958937338
137,2.011521442399468
138,2.035276936388561
139,2.056111882894295
140,2.0769468294000295
141,2.0769468294000295
142,2.118616722411497
143,2.1586935422057145
144,2.191636485148657
145,2.198225073737246
146,2.212957605697109
147,2.2546274987085773
148,2.2678046758857544
149,2.274393264474343
150,2.2930286071521
151,2.3138635536578342
152,2.3474588954380824
153,2.3746243421125723
154,2.4009786964669266
155,2.4075672850555154
156,2.4284022315612495
157,2.4668199746762363
158,2.494772988692872
159,2.589107221163828
160,2.706967476842736
161,2.8280972042481576
162,2.8280972042481576
163,2.8280972042481576
164,2.8280972042481576
165,2.8280972042481576
166,2.8280972042481576
167,2.8280972042481576
168,2.8280972042481576
169,2.837414875587036
170,2.846732546925915
171,2.8560502182647935
172,2.8692273954419707
173,2.8758159840305595
174,2.895581749796325
175,2.928524692739268
176,2.970712244021333
177,3.00912998713632
178,3.0533275830159106
179,3.1035047787944854
180,3.15368197457306
181,3.201647623513245
182,3.243317516524713
183,3.284987409536181
184,3.320468044932136
185,3.3442235389212294
186,3.3574007160984065
187,3.363989304686995
188,3.3826246473647523
189,3.397357179324616
190,3.406674850663495
191,3.430430344652588
192,3.4501961104183536
193,3.4710310569240876
194,3.4918660034298212
195,3.5156214974189144
196,3.5485644403618575
197,3.57231993435095
198,3.578908522939539
199,3.614389158335494
200,3.6560590513469626
201,3.665376722685841
202,3.665376722685841
203,3.680109254645705
204,3.6866978432342936
205,3.696015514573172
206,3.715781280338938
207,3.7366162268446717
208,3.755251569522429
209,3.769984101482293
210,3.7847166334421565
211,3.7913052220307453
212,3.800622893369624
213,3.8153554253294875
214,3.8219440139180763
215,3.83667654587794
216,3.8459942172168184
217,3.8591713943939956
218,3.8800063408997296
219,3.8931835180769068
220,3.906360695254084
221,3.9210932272139476
222,3.930410898552826
223,3.950176664318592
224,3.977342110993082
225,3.9839306995816703
226,3.9839306995816703
227,3.998663231541534
228,3.998663231541534
229,4.005251820130123
230,4.005251820130123
231,4.011840408718712
232,4.02115808005759
233,4.030475751396469
234,4.030475751396469
235,4.037064339985057
236,4.043652928573646
237,4.043652928573646
238,4.043652928573646
239,4.0583854605335095
240,4.067703131872388
241,4.077020803211267
242,4.090197980388444
243,4.104930512348308
244,4.119663044308171
245,4.143418538297265
246,4.171371552313901
247,4.197725906668255
248,4.230668849611198
249,4.27020038114273
250,4.305681016538685
251,4.345212548070217
252,4.395389743848791
253,4.439587339728382
254,4.50174396016001
255,4.562487745563315
256,4.602564565357532
257,4.6491529220519245
258,4.686423607407439
259,4.719366550350382
260,4.740201496856115
261,4.759967262621881
262,4.787132709296372
263,4.8150857233130075
264,4.841440077667362
265,4.867794432021716
266,4.903275067417671
267,4.940545752773186
268,4.976026388169141
269,5.023537376147328
270,5.071503025087512
271,5.1131729180989804
272,5.146115861041923
273,5.165881626807689
274,5.180614158767553
275,5.1872027473561415
276,5.1965204186950205
277,5.225985482614747
278,5.246820429120481
279,5.267655375626214
280,5.286290718303972
281,5.3157557822236985
282,5.339511276212791
283,5.3779290193277784
284,5.413409654723734
285,5.44287471864346
286,5.475817661586403
287,5.502983108260893
288,5.522748874026659
289,5.543583820532392
290,5.5730488844521195
291,5.605991827395062
292,5.641472462791017
293,5.668637909465508
294,5.694992263819862
295,5.733410006934848
296,5.775597558216913
297,5.823108546195099
298,5.865296097477165
299,5.889051591466258
300,5.909886537971992
301,5.924619069931856
302,5.937796247109032
303,5.95097342428621
304,5.960291095625088
305,5.973468272802266
306,5.986645449979442
307,5.993234038568032
308,5.99982262715662
309,6.020657573662354
310,6.04861058767899
311,6.078075651598716
312,6.113556286994672
313,6.159676407114792
314,6.206264763809185
315,6.259383663207885
316,6.315676588785142
317,6.375338795971549
318,6.431631721548807
319,6.492375506952111
320,6.557599206324261
321,6.613505234357533
322,6.65358205415175
323,6.705040576040457
324,6.752551564018642
325,6.796749159898232
326,6.838936711180297
